SITE_NAME,Swipe_Checkbox?,Imported count,Screenshot name,LOGO Replaced,CSS saved,Redirect done,Undo Swipe,Undo CSS,Undo Redirect,PD_Site_URL,Merchant Code
PUNCWHIT@35EDM-WHITE-0TWEB-W,NA,NA,250826-195845_PUNCWHIT@35EDM-WHITE-0TWEB-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
VUNCWHIT@35EDM-WHITE-0TVTL-W,NA,NA,250826-195850_VUNCWHIT@35EDM-WHITE-0TVTL-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
VMNCWHIT@35EDM-WHITE-0ISVT-W,NA,NA,250826-195854_VMNCWHIT@35EDM-WHITE-0ISVT-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PTNJ0713@35EDM-MNTCL-PDTAX-W,NA,NA,250826-195859_PTNJ0713@35EDM-MNTCL-PDTAX-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PMNJ0713@35EDM-MNUTL-MISWB-W,NA,NA,250826-195903_PMNJ0713@35EDM-MNUTL-MISWB-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PUNJ0713@35EDM-MNUTL-NOTAX-W,NA,NA,250826-195908_PUNJ0713@35EDM-MNUTL-NOTAX-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PUNJJKMU@35EDM-JACKT-NOTXW-W,NA,NA,250826-195912_PUNJJKMU@35EDM-JACKT-NOTXW-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
VUMDNETN@35EDM-NORET-NTVT2-W,NA,NA,NA,Error,NA,NA,NA,NA,NA,NA,NA
PUMDNETN@35EDM-NORET-NOWE2-W,NA,NA,250826-195948_PUMDNETN@35EDM-NORET-NOWE2-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
VMMDNETN@35EDM-NORET-MISV2-W,NA,NA,250826-195952_VMMDNETN@35EDM-NORET-MISV2-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PUNJ0806@35EDM-GLAST-NOWEB-W,NA,NA,250826-195957_PUNJ0806@35EDM-GLAST-NOWEB-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PUVAABIN@35EDM-ABICO-NTXWB-W,NA,NA,250826-200001_PUVAABIN@35EDM-ABICO-NTXWB-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
VMFLLGWD@35EDM-LONGW-MSVTP-W,NA,NA,250826-200006_VMFLLGWD@35EDM-LONGW-MSVTP-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
VUFLLGWD@35EDM-LONGW-NOTXP-W,NA,NA,250826-200010_VUFLLGWD@35EDM-LONGW-NOTXP-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PMFLLGWD@35EDM-LONGW-MSWBP-W,NA,NA,250826-200014_PMFLLGWD@35EDM-LONGW-MSWBP-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PUFLLGWD@35EDM-LONGW-NTXWP-W,NA,NA,250826-200019_PUFLLGWD@35EDM-LONGW-NTXWP-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PTNJ1912@35EDM-HOPAT-TXWBP-W,NA,NA,250826-200024_PTNJ1912@35EDM-HOPAT-TXWBP-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
PUNJ1912@35EDM-HOPAU-UTWEB-W,NA,NA,250826-200028_PUNJ1912@35EDM-HOPAU-UTWEB-W_after.png,Yes,NA,NA,NA,NA,NA,NA,NA
